id,Year,Title,Abstract,include_stage3,reason_stage3,detected_context,confidence_stage3
J522,2019,Continuous subcutaneous insulin infusion versus multiple daily injection regimens in children and young people at diagnosis of type 1 diabetes: Pragmatic randomised controlled trial and economic evaluation,"Objective To compare the efficacy, safety, and cost utility of continuous subcutaneous insulin infusion (CSII) with multiple daily injection (MDI) regimens during the first year following diagnosis of type 1 diabetes in children and young people. Design Pragmatic, multicentre, open label, parallel group, randomised controlled trial and economic evaluation. Setting 15 paediatric National Health Service (NHS) diabetes services in England and Wales. The study opened to recruitment in May 2011 and closed in January 2017. Participants Patients aged between 7 months and 15 years, with a new diagnosis of type 1 diabetes were eligible to participate. Patients who had a sibling with the disease, and those who took drug treatments or had additional diagnoses that could have affected glycaemic control were ineligible. Interventions Participants were randomised, stratified by age and treating centre, to start treatment with CSII or MDI within 14 days of diagnosis. Starting doses of aspart (CSII and MDI) and glargine or detemir (MDI) were calculated according to weight and age, and titrated according to blood glucose measurements and according to local clinical practice. Main outcome measures Primary outcome was glycaemic control (as measured by glycated haemoglobin; HbA1c) at 12 months. Secondary outcomes were percentage of patients in each treatment arm with HbA1c within the national target range, incidence of severe hypoglycaemia and diabetic ketoacidosis, change in height and body mass index (as measured by standard deviation scores), insulin requirements (units/kg/day), partial remission rate (insulin dose adjusted HbA1c <9), paediatric quality of life inventory score, and cost utility based on the incremental cost per quality adjusted life year (QALY) gained from an NHS costing perspective. Results 294 participants were randomised and 293 included in intention to treat analyses (CSI, n=144; MDI, n=149). At 12 months, mean HbA1c was comparable with clinically unimportant differences between CSII and MDI participants (60.9 mmol/mol v 58.5 mmol/mol, mean difference 2.4 mmol/mol (95% confidence interval -0.4 to 5.3), P=0.09). Achievement of HbA1c lower than 58 mmol/mol was low among the two groups (66/143 (46%) CSII participants v 78/142 (55%) MDI participants; relative risk 0.84 (95% confidence interval 0.67 to 1.06)). Incidence of severe hypoglycaemia and diabetic ketoacidosis were low in both groups. Fifty four non-serious and 14 serious adverse events were reported during CSII treatment, and 17 non-serious and eight serious adverse events during MDI treatment. Parents (but not children) reported superior PedsQL scores for those patients treated with CSII compared to those treated with MDI. CSII was more expensive than MDI by 1863 (2179; $2474; 95% confidence interval 1620 to 2137) per patient, with no additional QALY gains (difference -0.006 (95% confidence interval -0.031 to 0.018)). Conclusion During the first year following type 1 diabetes diagnosis, no clinical benefit of CSII over MDI was identified in children and young people in the UK setting, and treatment with either regimen was suboptimal in achieving HbA1c thresholds. CSII was not cost effective. Trial registration Current Controlled Trials ISRCTN29255275; European Clinical Trials Database 2010-023792-25. Copyright Â© Published by the BMJ Publishing Group Limited.",TRUE,Study conducted in NHS paediatric diabetes services.,NHS,1
J525,2019,Should Balance Screening for Fall Risk Begin Earlier in Life? Evidence from a British Cohort Study,"Background Falls in older adults precipitate hospitalisation, frailty and premature mortality and are a growing health concern. The standing balance test is a simple, cost effective tool used to screen for fall risk in adults aged 65+, however the association between standing balance and fall risk has not been examined in individuals younger than 65. To assess whether balance tests could be utilised to screen for fall risk at younger ages, we investigated if balance at ages 53 and 60-64 was associated with prevalence and frequency of subsequent falls. Methods Data from the MRC National Survey of Health and Development, a British birth cohort study, were utilised (n=2571). Standing balance time (eyes closed) was assessed at ages 53 and 60-64 (max: 30 seconds). Fall history within the last year was self-reported at ages 60-64 and 68 and categorised to indicate fall prevalence (yes, no) and frequency (0, 1- 2, 3+). Binary and multinomial logistic regressions were used to assess associations of balance time (per 1 second increase) with fall prevalence and frequency, respectively. Adjustments were made for sex, height, BMI, socioeconomic position, physical activity, smoking, knee pain, diabetes, cardiovascular events and respiratory and depressive symptoms. Results Women reported higher prevalence of falls than men at ages 60-64 (23% vs 14%) and 68 (26% vs 18%). Longer balance time at age 53 was associated with reduced odds of falling at age 60-64 [OR: 0.98 (95% CI: 0.97,1.00)]; similar associations were found between balance at age 60-64 and falls at age 68 [0.96 (0.93,0.99)]. Better balance at age 53 was associated with lower risk of 3 or more falls (vs no falls) at ages 60-64 [RRR: 0.88 (0.80,0.98)] and 68 [0.93 (0.88,0.97)]. Better balance at age 60-64 was also associated with lower risk of 3+ falls at age 68 [RRR: 0.92 (0.85,0.98)] and in addition was associated with lower risk of 1-2 falls [0.97 (0.94,1.00)]. These associations remained after adjustments. Discussion Poorer balance at ages 53 and 60-64 was associated with subsequent fall risk. Balance at age 53 was most strongly associated with 3 or more falls, while balance at age 60-64 was associated with both 1-2 and 3+ falls. Whether this is due to stronger associations at age 60-64 or a shorter time between balance and falls assessments requires further investigation. Balance tests in middle age may help identify high risk individuals who would benefit from earlier interventions to prevent future recurrent falls.",FALSE,Study uses cohort data without specific health setting context.,Unknown,0.8
J532,2019,"'Forming, Storming, Norming and Performing' - Experiences in Clinical Policy (Specialised Commissioning)","Specialised Services provide people suffering from a variety of complex and rare conditions with a range of medical and surgical treatments that are directly commissioned by NHS England. The National Clinical Policy Team was a new team set up within Specialised Commissioning in August 2018. Our new team was mandated with improving the efficiency of the policy development, whilst in parallel developing new policies and contributing to the development of our team and its establishment within the wider department. This was a novel opportunity for a junior doctor undertaking an out-of-programme experience to develop leadership and management skills early on in their career. Alongside managing a range of policies across various programmes of care, the role required coordination of policy working groups, chairing teleconferences, attending meetings and contributing to the commissioning of evidence reviews and the writing of policy and commissioning documents. Through becoming increasingly conscious of behaviour and its impact on others to managing conflict and politics between various stakeholders to drive the production of higher quality and more robust work, this opportunity provided a springboard for personal development away from direct clinical contract. Two-way communication, a critical aspect of the doctor-patient relationship, is also required at a system-based level to achieve better patient care. Such experiences should be welcomed amongst the junior doctor community and help contribute to the development of future medical leaders.",TRUE,Study occurs within NHS settings via Specialised Commissioning by NHS England.,NHS,0.9
J533,2019,"EFFICHRONIC study protocol: A non-controlled, multicentre European prospective study to measure the efficiency of a chronic disease self-management programme in socioeconomically vulnerable populations","Introduction More than 70% of world mortality is due to chronic conditions. Furthermore, it has been proven that social determinants have an enormous impact on both health-related behaviour and on the received attention from healthcare services. These determinants cause health inequalities. The objective of this study is to reduce the burden of chronic diseases in five European regions, hereby focusing on vulnerable populations, and to increase the sustainability of health systems by implementing a chronic disease self-management programme (CDSMP). Methods and analysis 2000 people with chronic conditions or informal caregivers belonging to vulnerable populations, will be enrolled in the CDSMP in Spain, Italy, the UK, France and the Netherlands. Inclusion of patients will be based on geographical, socioeconomic and clinical stratification processes. The programme will be evaluated in terms of self-efficacy, quality of life and cost-effectiveness using a combination of validated questionnaires at baseline and 6 months from baseline. Ethics and dissemination This study will follow the directives of the Helsinki Declaration and will adhere to the European Union General Data Protection Regulation. The project's activities, progress and outcomes will be disseminated via promotional materials, the use of mass media, online activities, presentations at events and scientific publications. Copyright Â© 2019 Author(s).",TRUE,Study involves community health settings in multiple European regions.,Community Health,0.9
J534,2019,Interventions to manage use of the emergency and urgent care system by people from vulnerable groups: a mapping review,"<b>BACKGROUND</b>: The NHS currently faces increasing demands on accident and emergency departments. Concern has been expressed regarding whether the needs of vulnerable groups are being handled appropriately or whether alternative methods of service delivery may provide more appropriate emergency and urgent care services for particular groups.
<b>OBJECTIVE</b>: Our objective was to identify what interventions exist to manage use of the emergency and urgent care system by people from a prespecified list of vulnerable groups. We aimed to describe the characteristics of these interventions and examine service delivery outcomes (for patients and the health service) resulting from these interventions.
<b>REVIEW METHODS</b>: We conducted an initial mapping review to assess the quantity and nature of the published research evidence relating to seven vulnerable groups (socioeconomically deprived people and families, migrants, ethnic minority groups, the long-term unemployed/inactive, people with unstable housing situations, people living in rural/isolated areas and people with substance abuse disorders). Databases, including MEDLINE and the Cumulative Index to Nursing and Allied Health Literature, and other sources were searched between 2008 and 2018. Quantitative and qualitative systematic reviews and primary studies of any design were eligible for inclusion. In addition, we searched for UK interventions and initiatives by examining press reports, commissioning plans and casebooks of 'good practice'. We carried out a detailed intervention analysis, using an adapted version of the TIDieR (Template for Intervention Description and Replication) framework for describing interventions, and an analysis of current NHS practice initiatives.
<b>RESULTS</b>: We identified nine different types of interventions: care navigators [three studies - moderate GRADE (Grading of Recommendations, Assessment, Development and Evaluations)], care planning (three studies - high), case finding (five studies - moderate), case management (four studies - high), front of accident and emergency general practice/front-door streaming model (one study - low), migrant support programme (one study - low), outreach services and teams (two studies - moderate), rapid access doctor/paramedic/urgent visiting services (one study - low) and urgent care clinics (one systematic review - moderate). Few interventions had been targeted at vulnerable populations; instead, they represented general population interventions or were targeted at frequent attenders (who may or may not be from vulnerable groups). Interventions supported by robust evidence (care navigators, care planning, case finding, case management, outreach services and teams, and urgent care clinics) demonstrated an effect on the general population, rather than specific population effects. Many programmes mixed intervention components (e.g. case finding, case management and care navigators), making it difficult to isolate the effect of any single component. Promising UK initiatives (front of accident and emergency general practice/front-door streaming model, migrant support programmes and rapid access doctor/paramedic/urgent visiting services) lacked rigorous evaluation. Evaluation should therefore focus on the clinical effectiveness and cost-effectiveness of these initiatives.
<b>CONCLUSIONS</b>: The review identified a limited number of intervention types that may be useful in addressing the needs of specific vulnerable populations, with little evidence specifically relating to these groups. The evidence highlights that vulnerable populations encompass different subgroups with potentially differing needs, and also that interventions seem particularly context sensitive. This indicates a need for a greater understanding of potential drivers for varying groups in specific localities.
<b>LIMITATIONS</b>: Resources did not allow exhaustive identification of all UK initiatives; the examples cited are indicative.
<b>FUTURE WORK</b>: Research is required to examine how specific vulnerable populations differentially benefit from specific types of alternative service provision. Further exploration, using primary mixed-methods data and potentially realist evaluation, is required to explore what works for whom under what circumstances. Rigorous evaluation of UK initiatives is required, including a specific need for economic evaluations and for studies that incorporate effects on the wider emergency and urgent care system.
<b>FUNDING</b>: The National Institute for Health Research Health Services and Delivery Research programme.",TRUE,Study focuses on NHS emergency and urgent care interventions.,NHS,0.95
J536,2019,Context-Specific Economic Evaluation for Molecular Pathology Tests: An Application in Colorectal Cancer in the West of Scotland,"Objectives The cost-effectiveness of molecular pathology testing is highly context dependent. The field is fast-moving, and national health technology assessment may not be relevant or timely for local decision makers. This study illustrates a method of context-specific economic evaluation that can be carried out in a limited timescale without extensive resources.Methods We established a multi-disciplinary group including an oncologist, pathologists and a health economist. We set out diagnostic and treatment pathways and costs using registry data, health technology assessments, guidelines, audit data, and estimates from the group. Sensitivity analysis varied input parameters across plausible ranges. The evaluation setting was the West of Scotland and UK NHS perspective was adopted. The evaluation was assessed against the AdHopHTA checklist for hospital-based health technology assessment.Results A context-specific economic evaluation could be carried out on a timely basis using limited resources. The evaluation met all relevant criteria in the AdHopHTA checklist. Health outcomes were expected to be at least equal to the current strategy. Annual cost savings of 637,000 were estimated resulting primarily from a reduction in the proportion of patients receiving intravenous infusional chemotherapy regimens. The result was not sensitive to any parameter. The data driving the main cost saving came from a small clinical audit. We recommended this finding was confirmed in a larger population.Conclusions The method could be used to evaluate testing changes elsewhere. The results of the case study may be transferable to other jurisdictions where the organization of cancer services is fragmented. Copyright Â© 2019 Cambridge University Press.",TRUE,Study adopts a UK NHS perspective and involves hospital-based health technology assessment.,NHS,0.9
J537,2019,Screening Women for Abdominal Aortic Aneurysms: Clinical and Economic Effectiveness Results from a Discrete Event Simulation Model,"Introduction - Abdominal aortic aneurysm (AAA) screening programmes have been established for men in several countries. Whether screening should be extended to women is uncertain. The objective of this study was to evaluate the cost-effectiveness of population screening for AAA in women, and compare a range of screening options. Methods - A discrete event simulation model was developed to provide a clinically realistic model of screening, surveillance, and elective and emergency AAA repair in women. Input parameters specifically for women were obtained from surgical registries, published literature and national administrative datasets. Screening was modelled for women aged 65 years or over. The model was run for 10-million women, with parameter uncertainty addressed by probabilistic and deterministic sensitivity analyses. UK costs in pounds sterling were converted to Euros based on 2016 average OECD purchasing power parity. Results - The prevalence of AAA (aortic diameter 33.0cm) was estimated as 0.43% in women aged 65 years and 1.15% at age 75. The corresponding attendance rates following invitation to screening were estimated as 73% and 62%. The base-case model adopted the same age at screening (65 years), definition of AAA (33.0cm), surveillance intervals (1 year for 3.0-4.4cm AAAs, 3 months for 4.5-5.4cm) and AAA diameter for consideration of surgery (5.5cm) as in the UK NHS AAA screening programmes. For screening at age 65, per woman invited to screening, the estimated gain in QALYs was 0.00075 (just under one day of life per woman screened), and the incremental cost was 33.51 (36.33) (all values discounted). This gave an incremental cost-effectiveness ratio (ICER) of 45,000 (48,782) per quality-adjusted life-year (QALY) gained (current UK threshold for implementation approximately 20,000 (21,681)). Under the base-case model around 2800 women would need to be invited to screening to prevent one death from AAA and screening would cost 100,000 (108,406) per death from AAA prevented (non-discounted). Sensitivity analyses did not bring the ICER below 20,000 per QALY gained, with the exception of doubling the AAA prevalence to 0.86% where the ICER was 18,000 (19,513). Alternative screening options (increasing the screening age to 70 years, lowering the threshold for considering surgery to 5.0 or 4.5cm, lowering the diameter defining an AAA in women to 2.5cm, and lengthening the surveillance intervals for the smallest AAAs) did not bring the ICER below 30,000 (32,522) per QALY gained when considered either singly or in combination. Conclusion - The current UK cost-effectiveness criteria for a population-based AAA screening programme in women are not currently met. Copyright Â© 2019",TRUE,Study models NHS AAA screening programme.,NHS,0.9
J541,2019,Surgical treatments for women with stress urinary incontinence: the ESTER systematic review and economic evaluation,"<b>BACKGROUND</b>: Urinary incontinence in women is a distressing condition that restricts quality of life and results in a large economic burden to both the NHS and women themselves.
<b>OBJECTIVE</b>: To evaluate the clinical effectiveness, safety and cost-effectiveness of surgical treatment for stress urinary incontinence (SUI) in women and explore women's preferences.
<b>DESIGN</b>: An evidence synthesis, a discrete choice experiment (DCE) and an economic decision model, with a value-of-information (VOI) analysis. Nine surgical interventions were compared. Previous Cochrane reviews for each were identified and updated to include additional studies. Systematic review methods were applied. The outcomes of interest were 'cure' and 'improvement'. Both a pairwise and a network meta-analysis (NMA) were conducted for all available surgical comparisons. A DCE was undertaken to assess the preferences of women for treatment outcomes. An economic model assessed the cost-effectiveness of alternative surgeries and a VOI analysis was undertaken.
<b>RESULTS</b>: Data from 175 studies were included in the effectiveness review. The majority of included studies were rated as being at high or unclear risk of bias across all risk-of-bias domains. The NMA, which included 120 studies that reported data on 'cure' or 'improvement', showed that retropubic mid-urethral sling (MUS), transobturator MUS, traditional sling and open colposuspension were more effective than other surgical procedures for both primary outcomes. The results for other interventions were variable. In general, rate of tape and mesh exposure was higher after transobturator MUS than after retropubic MUS or single-incision sling, whereas the rate of tape or mesh erosion/extrusion was similar between transobturator MUS and retropubic MUS. The results of the DCE, in which 789 women completed an anonymous online questionnaire, indicate that women tend to prefer surgical treatments associated with no pain or mild chronic pain and shorter length of hospital stay as well as those treatments that have a smaller risk for urinary symptoms to reoccur after surgery. The cost-effectiveness results suggest that, over a lifetime, retropubic MUS is, on average, the least costly and most effective surgery. However, the high level of uncertainty makes robust estimates difficult to ascertain. The VOI analysis highlighted that further research around the incidence rates of complications would be of most value.
<b>LIMITATIONS</b>: Overall, the quality of the clinical evidence was low, with limited data available for the assessment of complications. Furthermore, there is a lack of robust evidence and significant uncertainty around some parameters in the economic modelling.
<b>CONCLUSIONS</b>: To our knowledge, this is the most comprehensive assessment of published evidence for the treatment of SUI. There is some evidence that retropubic MUS, transobturator MUS and traditional sling are effective in the short to medium term and that retropubic MUS is cost-effective in the medium to long term. The VOI analysis highlights the value of further research to reduce the uncertainty around the incidence rates of complications. There is a need to obtain robust clinical data in future work, particularly around long-term complication rates.
<b>STUDY REGISTRATION</b>: This study is registered as PROSPERO CRD42016049339.
<b>FUNDING</b>: The National Institute for Health Research Health Technology Assessment programme.",TRUE,Study evaluates surgical treatments impacting NHS settings.,NHS,0.9
J543,2019,Laparoscopically assisted versus open oesophagectomy for patients with oesophageal cancer - The Randomised Oesophagectomy: Minimally Invasive or Open (ROMIO) study: Protocol for a randomised controlled trial (RCT),"Introduction Surgery (oesophagectomy), with neoadjuvant chemo(radio)therapy, is the main curative treatment for patients with oesophageal cancer. Several surgical approaches can be used to remove an oesophageal tumour. The Ivor Lewis (two-phase procedure) is usually used in the UK. This can be performed as an open oesophagectomy (OO), a laparoscopically assisted oesophagectomy (LAO) or a totally minimally invasive oesophagectomy (TMIO). All three are performed in the National Health Service, with LAO and OO the most common. However, there is limited evidence about which surgical approach is best for patients in terms of survival and postoperative health-related quality of life. Methods and analysis We will undertake a UK multicentre randomised controlled trial to compare LAO with OO in adult patients with oesophageal cancer. The primary outcome is patient-reported physical function at 3 and 6 weeks postoperatively and 3 months after randomisation. Secondary outcomes include: postoperative complications, survival, disease recurrence, other measures of quality of life, spirometry, success of patient blinding and quality assurance measures. A cost-effectiveness analysis will be performed comparing LAO with OO. We will embed a randomised substudy to evaluate the safety and evolution of the TMIO procedure and a qualitative recruitment intervention to optimise patient recruitment. We will analyse the primary outcome using a multi-level regression model. Patients will be monitored for up to 3 years after their surgery. Ethics and dissemination This study received ethical approval from the South-West Franchay Research Ethics Committee. We will submit the results for publication in a peer-reviewed journal. Trial registration number ISRCTN10386621. Copyright Â© Â© Author(s) (or their employer(s)) 2019. Re-use permitted under CC BY. Published by BMJ.",TRUE,Study conducted in NHS settings.,NHS,1
J544,2019,PRIMEtime CE: a multistate life table model for estimating the cost-effectiveness of interventions affecting diet and physical activity,"BACKGROUND: Non-communicable diseases are the leading cause of death in England, and poor diet and physical inactivity are two of the principle behavioural risk factors. In the context of increasingly constrained financial resources, decision makers in England need to be able to compare the potential costs and health outcomes of different public health policies aimed at improving these risk factors in order to know where to invest so that they can maximise population health. This paper describes PRIMEtime CE, a multistate life table cost-effectiveness model that can directly compare interventions affecting multiple disease outcomes. METHOD(S): The multistate life table model, PRIMEtime Cost Effectiveness (PRIMEtime CE), is developed from the Preventable Risk Integrated ModEl (PRIME) and the PRIMEtime model. PRIMEtime CE uses routinely available data to estimate how changing diet and physical activity in England affects morbidity and mortality from heart disease, stroke, diabetes, liver disease, and cancers either directly or via raised blood pressure, cholesterol, and body weight. RESULT(S): Model outcomes are change in quality adjusted life years, and change in English National Health Service and social care costs. CONCLUSION(S): This paper describes PRIMEtime CE and highlights its main strengths and limitations. The model can be used to compare any number of public policies affecting diet and physical activity, allowing decision makers to understand how they can maximise population health with limited financial resources.",TRUE,Study involves NHS and social care cost outcomes.,NHS,0.9
J545,2019,"Estimating the cost-effectiveness of salt reformulation and increasing access to leisure centres in England, with PRIMEtime CE model validation using the AdViSHE tool","BACKGROUND: PRIMEtime CE is a multistate life table model that can directly compare the cost effectiveness of public health interventions affecting diet and physical activity levels, helping to inform decisions about how to spend finite resources. This paper estimates the costs and health outcomes in England of two scenarios: reformulating salt and expanding subsidised access to leisure centres. The results are used to help validate PRIMEtime CE, following the steps outlined in the Assessment of the Validation Status of Health-Economic decision models (AdViSHE) tool. METHOD(S): The PRIMEtime CE model estimates the difference in quality adjusted life years (QALYs) and difference in NHS and social care costs of modelled interventions compared with doing nothing. The salt reformulation scenario models how salt consumption would change if food producers met the 2017 UK Food Standards Agency salt reformulation targets. The leisure centre scenario models change in physical activity levels if the Birmingham Be Active scheme (where swimming pools and gym access is free to residents during defined periods) was rolled out across England. The AdViSHE tool was developed by health economic modellers and divides model validation into five parts: validation of the conceptual model, input data validation, validation of computerised model, operational validation, and other validation techniques. PRIMEtime CE is discussed in relation to each part. RESULT(S): Salt reformulation was dominant compared with doing nothing, and had a 10-year return on investment of 1.44 (0.50 to 2.94) for every 1 spent. By contrast, over 10 years the Be Active expansion would cost 727,000 (514,000 to 1,064,000) per QALY. PRIMEtime CE has good face validity of its conceptual model and has robust input data. Cross-validation produces mixed results and shows the impact of model scope, input parameters, and model structure on cost-per-QALY estimates. CONCLUSION(S): This paper illustrates how PRIMEtime CE can be used to compare the cost-effectiveness of two different public health measures affecting diet and physical activity levels. The AdViSHE tool helps to validate PRIMEtime CE, identifies some of the key drivers of model estimates, and highlights the challenges of externally validating public health economic models against independent data.",TRUE,Study estimates NHS and social care costs.,NHS,0.9
J546,2019,"Individualised screening for diabetic retinopathy: The ISDR study - Rationale, design and methodology for a randomised controlled trial comparing annual and individualised risk-based variable-interval screening","Introduction Currently, all people with diabetes (PWD) aged 12 years and over in the UK are invited for screening for diabetic retinopathy (DR) annually. Resources are not increasing despite a 5% increase in the numbers of PWD nationwide each year. We describe the rationale, design and methodology for a randomised controlled trial (RCT) evaluating the safety, acceptability and cost-effectiveness of personalised variable-interval risk-based screening for DR. This is the first randomised trial of personalised screening for DR and the largest ophthalmic RCT in the UK. Methods and analysis PWD attending seven screening clinics in the Liverpool Diabetic Eye Screening Programme were recruited into a single site RCT with a 1:1 allocation to individualised risk-based variable-interval or annual screening intervals. A risk calculation engine developed for the trial estimates the probability that an individual will develop referable disease (screen positive DR) within the next 6, 12 or 24 months using demographic, retinopathy and systemic risk factor data from primary care and screening programme records. Dynamic, secure, real-time data connections have been developed. The primary outcome is attendance for follow-up screening. We will test for equivalence in attendance rates between the two arms. Secondary outcomes are rates and severity of DR, visual outcomes, cost-effectiveness and health-related quality of life. The required sample size was 4460 PWD. Recruitment is complete, and the trial is in follow-up. Ethics and dissemination Ethical approval was obtained from National Research Ethics Service Committee North West - Preston, reference 14/NW/0034. Results will be presented at international meetings and published in peer-reviewed journals. This pragmatic RCT will inform screening policy in the UK and elsewhere. Trial registration number ISRCTN87561257; Pre-results. Copyright Â© 2019 BMJ Publishing Group Limited.",TRUE,Study conducted in NHS screening clinics.,NHS,0.95
J547,2019,"Individualised screening for diabetic retinopathy: The ISDR study-a randomised controlled trial of safety, efficacy, and cost-effectiveness","Background: Varying the intervals in retinopathy screening informed by personal risk offers reallocation of resources to better target high risk groups and address the increasing prevalence of diabetes. However, safety data especially on extended intervals is minimal. Aim(s): To evaluate the safety, efficacy and cost effectiveness (CE) of individualized variable-interval risk-based screening in a population setting compared to usual care. Method(s): Masked 2 arm, parallel assignment, equivalence RCT (largest to date in screening) with independent trials unit monitoring in people with diabetes aged >=12 years attending screening in a single English program. Randomization was 1:1 to individualized screening (active group; 6, 12 or 24 months for high, medium and low risk) determined by a risk calculation engine using real-time local demographic, retinal and clinical data, compared with annual screening (control). CE analysis measuring NHS and societal costs took a 2-year time horizon. Finding(s): 4534 participants entered the study-after withdrawals/loss to follow-up: active 2097; control 2224. Attendance rates at first follow-up visit (primary outcome, safety) were equivalent (per protocol analysis, 5% margin): active 83.6% control 84.7% (difference 1.0, 90% CI-0.8, 2.9). STDR detection rates were non-inferior (1.5% margin): active 1.43% control 1.71% (difference-0.28, CI-0.93, 0.36). Quality of life (EQ5D5L, HUI3) was not significantly different between the groups. Incremental cost saving per person was 18.75 (NHS cost) rising to 49.96 with societal costs. A 39.3% reduction in number of appointments was seen. Conclusion(s): All parties involved in diabetes care can be reassured that extended and personalized screening intervals can safely be introduced in established screening program. Scale-up with further validation outside a research setting is recommended. Views expressed are solely those of the authors.",TRUE,Study conducted in an NHS screening program.,NHS,1
J549,2019,Assessing the early impact of enhanced NHS england (NHSE) funding on footcare services,"Background: A key aim of the National Diabetes Treatment and Care Programme is to improve footcare services. In Sheffield, this investment was used primarily to expand the foot protection team (FPT) and in prevention strategies. Aim(s): To assess if there has been a benefit for patients and if the spending has been cost-effective. Method(s): Ulcer severity in patients presenting to the Multi-Disciplinary Foot Team (MDFT) (SINBAD score >3 = severe, <3 = mild) was tracked between 2013 and 2018, to determine whether the proportion of severe ulcers had declined. Cost calculations were based on the 'Economic Case for Change' paper (Marion Kerr, 2017); weekly cost of a mild ulcer-77, severe ulcer-359. Result(s): The percentage of ulcers presenting as severe from 2013-2017 (prior to additional investment) was 27%, 32%, 43%, 47% and 46% respectively. In 2018, to date, this has fallen to 36%. Our mean healing time for a mild ulcer is 12.6 weeks (974) vs a severe ulcer at 16.3 weeks (5,847). This represents an approximate reduction in the costs of managing foot ulcers from 326,000/100 patients (pre-investment) to 273,000/100 patients (post-investment), a saving of 53,000/100 patients. Approximately 500 patients with new ulcers are seen by our MDFT each year, giving a total estimated saving of 268,000. If the percentage of severe ulcers returned to the baseline of 2013 (27%), savings would total around 487,000/100 patients. Conclusion(s): These data show that, within a very short timescale, the enhanced NHSE funding and added investment in prevention strategies reduced severe ulcers, giving patients' better quality of life, shorter healing times, and is cost-effective.",TRUE,Study occurs in NHS settings with footcare services.,NHS,1
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
