id,Year,Title,Abstract,include_stage1,reason_stage1,detected_language,publication_year,confidence_stage1
J1840,2020,Economic evaluation of vancomycin-resistant enterococci (VRE) control practices: a systematic review,"Preventing vancomycin-resistant enterococci (VRE) infection is a healthcare priority. However, the cost-effectiveness of VRE control interventions is unclear. The aim of this study was to synthesize evidence on economic evaluation of VRE control practices such as screening, contact precautions, patient cohorting, and others. The literature was searched from January 1985 to June 2018, and included economic evaluations of VRE control practices in hospital settings, published in English. A total of 4711 articles were screened; nine primary studies met our criteria. All studies evaluated some form of VRE screening and contact precautions, in populations ranging from single hospital wards (or select patient groups) to multiple healthcare facilities. There was significant variability in the interventions and comparisons used. Most studies (N = 7) conducted a cost-effectiveness analysis; two studies were cost-consequence studies. All economic evaluations were from the hospital perspective. Four studies found implementing enhanced VRE-specific control practices to be cost-effective/cost-saving and two studies found that discontinuing VRE-specific control practices was not cost-effective. Three studies found decreasing VRE-specific control practices to be cost-effective/cost-saving. The quality of the included studies was generally low according to the Joanna Briggs Institute (JBI) checklist for economic evaluations; major limitations included risks of bias in intervention effect estimates, and a lack of sensitivity analyses. Most studies show that some form of VRE screening and use of Contact Precautions is cost-effective. The low study quality and heterogeneity of interventions and comparators precludes definitive conclusions about the cost effectiveness of specific VRE control interventions. Additional high-quality economic evaluations are needed to strengthen the available evidence. Copyright Â© 2019",FALSE,"Published in 2019, outside inclusion range",English,2019,1
J982,2019,NICE guidance on Spondyloarthritis for over 16s: management and research recommendations relevant to physiotherapists,"Purpose: Spondyloarthritis is an inflammatory condition affecting joints (including the spine) and tendons that can cause disabling pain and fatigue, impacting significantly on quality of life, work and psychological wellbeing. Longer-term complications include cardiovascular disease and osteoporosis. Physiotherapy has been considered key in the management of spondyloarthritis. A systematic review was undertaken on the effectiveness of physiotherapy interventions including manual therapy, exercise programmes, hydrotherapy, acupuncture and physical aids to guide practice, service delivery and support self-management. Method(s): Guideline development followed standard NICE guideline methodology. Quality ratings of evidence were based on GRADE methodology. Where standard methodology could not be applied, customised quality assessments were undertaken as narrative summaries or customised GRADE tables. Recommendations were developed by a multispecialty committee including people with spondyloarthritis. Drafts underwent rigorous review by stakeholder organisations and comments were considered when producing the final version. Result(s): NICE recommends referring people with axial spondyloarthritis to a specialist physiotherapist to start an individualised, structured exercise programme. This programme should include: stretching, strengthening and postural exercises; deep breathing; spinal extension; range of motion exercises for the lumbar, thoracic and cervical sections of the spine; aerobic exercise. The guidance also recommends considering hydrotherapy as an adjunctive therapy to manage pain and maintain or improve function for people with axial spondyloarthritis. Advising people with axial spondyloarthritis that they may be prone to fracture and should consult a healthcare professional following falls or physical trauma is also recommended, especially if they experience increased musculoskeletal pain. Referring people with spondyloarthritis, who have difficulties with everyday activities, including activities at work, to a specialist therapist (such as a physiotherapist, occupational therapist, hand therapist, orthotist or podiatrist) should also be considered. The therapist should assess people's needs, provide advice about physical aids and arrange periodic reviews to assess people's changing needs. Conclusion(s): NICE recommends referral to specialist physiotherapy for the management of axial spondyloarthritis and to consider aquatic physiotherapy as an adjunct therapy. There was little evidence on managing peripheral spondyloarthritis or on the benefits of manual therapy alone or acupuncture. Research recommendations include evaluating the long-term effectiveness and cost-effectiveness of manual therapy and structured exercise programmes (as stand-alone interventions) compared to usual care for both axial and peripheral spondyloarthritis; different care delivery strategies; acupuncture (as standardly performed in the UK) versus sham; short- and long-term effectiveness and cost-effectiveness of aquatic physiotherapy (including hydrotherapy pool compared to standard swimming pool). Research has been predominantly in ankylosing spondylitis and often established disease. Further research is needed in peripheral spondyloarthritis and on the benefits of interventions in early disease, during flares and when there are extra-articular considerations including skin or bowel involvement. Implications: This guidance is important in ensuring that people with axial spondyloarthritis have access to specialist physiotherapy and aquatic therapy for supporting management. The recommendations provide standards for care that can underpin staffing, structuring services and commissioning pathways. Funding acknowledgements: The guideline development was funded by the NICE Institute of Health and Care Excellence. Carol McCrum was a member of the guideline development committee (non-monetary) and has been awarded a three-year NICE Fellowship to raise awareness and support the implementation of this guideline into practice. This role is supported by East Sussex Healthcare NHS Trust. The views expressed are those of the author and not necessarily those of NICE. Copyright Â© 2018",FALSE,"Copyright date is 2018, outside inclusion range",English,2018,1
J4592,2023,Cost-effectiveness modelling of three different hysterosalpingography diagnostic strategies in addition to standard fertility management for couples with unexplained infertility in the United Kingdom,"Previous studies have demonstrated hysterosalpingography (HSG) in general, and specifically with an oil-soluble contrast medium, directly increases pregnancy rates. Decision modelling was performed to compare fertility management using three HSG diagnostic strategies: (i) water-soluble contrast medium (WSCM)-HSG; (ii) Lipiodol Ultra Fluid (LUF)-HSG; and (iii) No HSG, for women aged <=39 years with unexplained infertility. Four reimbursement scenarios were modelled to reflect the various funding arrangements across the regions of the United Kingdom. Compared with WSCM-HSG, the live birth rates after 24 months increased by 3.4% with LUF-HSG and decreased by 2.7% with no HSG. From a patient perspective, fertility management with LUF-HSG is the most cost-effective strategy with cost-savings ranging from 299 to 857 per patient depending on the funding arrangement for IVF. From an NHS perspective, fertility management with LUF-HSG is cost-effective when 2 or more IVF cycles are NHS-funded. If none of the IVF cycles are NHS-funded, fertility management with LUF-HSG can be considered cost-effective if society is willing to pay 8,353 for an additional live birth. The findings from this analysis suggest that fertility management with WSCM-HSG is cost-effective compared to no HSG and LUF-HSG is the most cost-effective with increased live birth rates after 24 months. Copyright Â© 2021 The British Fertility Society.",FALSE,Copyright year 2021 suggests publication before 2019-2025.,English,2021,0.9
J4726,2023,Pharmacogenomic Testing for Major Depression: A Qualitative Study of the Perceptions of People with Lived Experience and Professional Stakeholders,"Objectives: With increasing evidence for the clinical utility of pharmacogenomic (PGx) testing for depression, there is a growing need to consider issues related to the clinical implementation of this testing. The perspectives of key stakeholders (both people with lived experience [PWLE] and providers) are critical, but not frequently explored. The purpose of this study was to understand how PWLE and healthcare providers/policy experts (P/HCPs) perceive PGx testing for depression, to inform the consideration of clinical implementation within the healthcare system in British Columbia (BC), Canada. Method(s): We recruited two cohorts of participants to complete individual 1-h, semi-structured interviews: (a) PWLE, recruited from patient and research engagement networks and organizations and (b) P/HCPs, recruited via targeted invitation. Interviews were audiotaped, transcribed verbatim, de-identified, and analysed using interpretive description. Result(s): Seventeen interviews were completed with PWLE (7 with experience of PGx testing for depression; 10 without); 15 interviews were completed with P/HCPs (family physicians, psychiatrists, nurses, pharmacists, genetic counsellors, medical geneticists, lab technologists, program directors, and insurers). Visual models of PWLE's and P/HCP's perceptions of and attitudes towards PGx testing were developed separately, but both were heavily influenced by participants' prior professional and/or personal experiences with depression and/or PGx testing. Both groups expressed a need for evidence and numerous considerations for the implementation of PGx testing in BC, including the requirement for conclusive economic analyses, patient and provider education, technological and clinical support, local testing facilities, and measures to ensure equitable access to testing. Conclusion(s): While hopeful about the potential for therapeutic benefit from PGx testing, PWLE and P/HCPs see the need for robust evidence of utility, and BC-wide infrastructure and policies to ensure equitable and effective access to PGx testing. Further research into the accessibility, effectiveness, and cost-effectiveness of various implementation strategies is needed to inform PGx testing use in BC. Copyright Â© The Author(s) 2022.",FALSE,"Published in 2022, outside the inclusion window.",English,2022,1
J3032,2021,Cost Effectiveness Of Universal Childhood Vaccination Against Hepatitis A,"Introduction. Hepatitis A (HA) is a liver disease with a low mortality rate, but it can cause debilitating symptoms and fulminant hepatitis in some cases. Its incidence is greater in geographical areas with poor sanitation and hygiene. Spain is considered a low-endemicity country, so universal childhood immunization against HA is currently not financed by the National Health System. The aim of this study was to synthesize the scientific evidence on the cost effectiveness of universal childhood vaccination against HA. Methods. Full economic evaluations, published in the English or Spanish languages, were included if they reported outcome measures related to the prevention of HA, adverse effects, or incremental cost-effectiveness ratios (ICERs). The Medline, Embase and Cochrane Library databases were searched for articles published from the beginning of the databases to April 2018. Results. A total of 23 economic evaluations were included: one in a country of high endemicity, nine in countries of intermediate endemicity, and 13 in countries with low endemicity. Only one Spanish study, published in 1997, was found. Studies conducted in high- and intermediate- endemicity countries concluded that a universal childhood vaccination program against HA was a costeffective option. However, in the case of countries with low endemicity the results were heterogeneous, although most agreed that a systematic vaccination strategy would not be a cost-effective option and that the adoption of such a strategy would not be justified given the limited benefits it would offer. The results of the economic evaluations depended on parameters such as the price and duration of the vaccine effect and the program coverage. Conclusions. In countries with low endemicity the results were heterogeneous, although most studies concluded that the implementation of a universal vaccination strategy is not justified from the point of view of cost effectiveness.",FALSE,Published before 2019,English,,0.9
J713,2019,How Do Pharmaceutical Companies Model Survival of Cancer Patients? A Review of NICE Single Technology Appraisals in 2017,"Objectives Before an intervention is publicly funded within the United Kingdom, the cost-effectiveness is assessed by the National Institute of Health and Care Excellence (NICE). The efficacy of an intervention across the patients' lifetime is often influential of the cost-effectiveness analyses, but is associated with large uncertainties. We reviewed committee documents containing company submissions and evidence review group (ERG) reports to establish the methods used when extrapolating survival data, whether these adhered to NICE Technical Support Document (TSD) 14, and how uncertainty was addressed.Methods A systematic search was completed on the NHS Evidence Search webpage limited to single technology appraisals of cancer interventions published in 2017, with information obtained from the NICE Web site.Results Twenty-eight appraisals were identified, covering twenty-two interventions across eighteen diseases. Every economic model used parametric curves to model survival. All submissions used goodness-of-fit statistics and plausibility of extrapolations when selecting a parametric curve. Twenty-five submissions considered alternate parametric curves in scenario analyses. Six submissions reported including the parameters of the survival curves in the probabilistic sensitivity analysis. ERGs agreed with the company's choice of parametric curve in nine appraisals, and agreed with all major survival-related assumptions in two appraisals.Conclusions TSD 14 on survival extrapolation was followed in all appraisals. Despite this, the choice of parametric curve remains subjective. Recent developments in Bayesian approaches to extrapolation are not implemented. More precise guidance on the selection of curves and modelling of uncertainty may reduce subjectivity, accelerating the appraisal process. Copyright Â© Cambridge University Press 2019.",FALSE,Published in 2019 but focuses on 2017 data.,English,2019,0.9
J2061,2020,"Infant Hospitalizations and Fatalities Averted by the Maternal Pertussis Vaccination Program in England, 2012-2017: Post-implementation Economic Evaluation","In October 2012, a maternal pertussis vaccination program was implemented in England following an increased incidence and mortality in infants. We evaluated the cost-effectiveness of the program by comparing pertussis-related infant hospitalizations and deaths in 2012-2017 with nonvaccination scenarios. Despite considerable uncertainties, findings support the cost-effectiveness of the program. Copyright Â© 2020 Crown copyright 2020.",FALSE,Published before 2019,English,2020,1
J1892,2020,Reducing health inequalities in England: does the demise of NHS Stop Smoking Services matter? Analysis of mandatory monitoring data,"BACKGROUND: Tobacco smoking is a key cause of mortality, morbidity and health inequalities. The unprecedented English health inequalities strategy (1999-2010) sought to reduce health inequalities, by, in part, instigating NHS Stop Smoking Services (SSS), initially targeted in deprived 'Spearhead' localities. Performance of SSS is assessed here in light of its role supporting the strategy, which evidence suggests achieved a reduction in health inequalities. METHOD(S): SSS enrolment and four-week quits in Spearhead and non-Spearhead localities were compared during and after the strategy period, using regression models and routine monitoring data. Changes in SSS expenditure were estimated. RESULT(S): After similar increases in enrolment and quits between Spearhead and other localities between 2003/4 and 2008/9, SSS in Spearhead localities experienced a 2-fold better rate of improvement in enrolment and quit performance over the 4 years to 2011/12. Since 2011/12, SSS have dramatically reduced, and expenditure had fallen by half in Spearhead localities by 2016/17. CONCLUSION(S): SSS, particularly in Spearhead localities, were expanded up to 2011/12, and this broadly coincides with the reduction in health inequalities. This suggests that although SSS did not achieve the scale anticipated, they have important potential, and the current demise of SSS should not be tolerated. Copyright Â© The Author(s) 2018. Published by Oxford University Press on behalf of Faculty of Public Health. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.",FALSE,"Published in 2018, outside the date range",English,2018,1
J517,2019,The health economics of ankle and foot sprains and fractures: A systematic review of English-language published papers. Part 2: The direct and indirect costs of injury,"Background: Ankle and foot sprains and fractures are prevalent injuries, which may result in substantial physical and economic consequences for the patient and place a financial burden on the health care system. Therefore, the objectives of this paper are to examine the direct and indirect costs of treating ankle and foot injuries (sprains, dislocations, fractures), as well as to provide an overview of the outcomes of full economic analyses of different treatment strategies. Method(s): A systematic review was carried out among seven databases to identify English language publications on the health economics of ankle and foot injury treatment published between 1980 and 2014. The direct and indirect costs were abstracted by two independent reviewers. All costs were adjusted for inflation and reported in 2016 US dollars (USD). Result(s): Among 2047 identified studies, 32 were selected for analysis. The direct costs of ankle sprain management ranged from $292 to $2268 per patient (2016 USD), depending on the injury severity and treatment strategy. The direct costs of managing ankle fractures were higher ($1908-$19,555). Foot fracture treatment had similar direct costs ranging from $998 to $21,801. The economic evaluations were conducted from the societal or payer's perspectives. Conclusion(s): The costs of treating ankle and foot sprains and fractures varied among the studies, mostly due to differences in injury type and study characteristics, which impacted the ability of directly comparing the financial burden of treatment. Nonetheless, the review showed that the costs experienced by the patient and the health care system increased with injury complexity. Copyright Â© 2017 Elsevier Ltd",FALSE,Publication year is before 2019,English,2017,1
J730,2019,Evidence-based pediatric asthma interventions and outcome measures in a healthy homes program: An integrative review,"Objective: Asthma disproportionately impacts and has poorer outcomes in low-income, minority, and inner-city children. The home environment has a profound impact on a child's asthma. Home-based asthma visits have the potential to positively impact a child's asthma, especially in targeted populations. The purpose of this integrative review is 1.) to explore the effectiveness of home-based education and environmental measures and 2.) to explore specific indicators and tools to measure pediatric asthma control and program effectiveness. Data Sources: Medline, CINHAL, and Ovid databases were searched from 2010 to 2017 utilizing the keywords healthy homesANDasthma and home based interventionsANDasthma. Study Selections: A total of 71 articles were retrieved of which 27 articles met the inclusion criteria of English language, human subjects, and the inclusion of pediatric populations. Three additional articles were hand-searched from previous references. In total, 30 articles were reviewed. A quality appraisal was conducted utilizing standardized appraisal tools. Result(s): Home-based asthma education and environmental interventions have proven to be effective. The programs reviewed varied in types of interventions, intensity and duration, the type of provider, length of follow-up, and outcome measures. Successful programs were patient-centered, included a home assessment and individualized education and interventions, and were collaborative. Multiple outcome indicators such as health care utilization, asthma control, missed days of school or productivity, asthma symptoms, and verification of environmental remediation have been utilized. Conclusion(s): Home-based asthma programs can be beneficial to children with poorly controlled asthma and have the potential to be cost-effective. Copyright Â© 2018, Â© 2018 Taylor & Francis Group, LLC.",FALSE,"Published in 2018, outside 2019-2025 range",English,2018,1
J1170,2019,A Systematic Review of Cost-Effectiveness Analyses of Left Ventricular Assist Devices: Issues and Challenges,"Background: Advanced heart failure (HF) can be treated conservatively or aggressively, with left ventricular assist devices (LVADs) and heart transplant (HT) being the most aggressive strategies. Objective(s): The goal of this review was to identify, describe, critique and summarize published cost-effectiveness analyses on LVADs for adults with HF. Method(s): We conducted a literature search using PubMed and ProQuest DIALOG databases to identify English-language publications from 2006 to 2017 describing cost-effectiveness analyses of LVADs and reviewed them against inclusion criteria. Those that met criteria were obtained for full-text review and abstracted if they continued to meet study requirements. Result(s): A total of 12 cost-effectiveness studies (13 articles) were identified, all of which described models; they were almost evenly split between those examining LVADs as destination therapy (DT) or as bridge to transplant (BTT). Studies were Markov or semi-Markov models with one- or three-month cycles that followed patients until death. Inputs came from a variety of sources, with the REMATCH trial and INTERMACS registry common clinical data sources, although some publications also used data from studies at their own institutions. Costs were derived from standard sources in many studies but from individual hospital data in some. Inputs for health utilities, which were used in 11 of 12 studies, were generally derived from two studies. None of the studies reported a societal perspective, that is, included non-medical costs such as caregiving. Conclusion(s): No study found LVADs to be cost effective for DT or BTT with base case assumptions, although incremental cost-effectiveness ratios met thresholds for cost effectiveness in some probabilistic analyses. With constant improvements in LVADs and expanding indications, understanding and re-evaluating the cost effectiveness of their use will be critical to making treatment decisions. Copyright Â© 2018, Springer Nature Switzerland AG.",FALSE,Copyright indicates publication in 2018.,English,,0.9
J1902,2020,The characteristics and impact of hard-to-heal wounds: Results of a standardised survey,"The effective management of hard-to-heal wounds has increasingly important implications for those who provide wound care services within healthcare systems. The burden of wounds in the population continues to grow, as does the demand for wound care, against a backdrop of cost constraints and increasing expectations. The need to improve both outcomes and efficiency in wound care is therefore paramount and the time taken to heal wounds is an important factor in determining both. Survey methodology was used to collect data across 10 community wound care providers in the UK, Ireland, Finland, Norway and Denmark between February and August 2017. This allowed for analysis of wounds and their characteristics, dressing selection and nursing practice across a typical wound caseload. Data from 1057 wounds demonstrates that the characteristics and consequences of hard-to-heal wounds are different from improving wounds. However, wounds are, in general, treated in the same way, irrespective of whether they are hard-to-heal or improving, suggesting that the healing status of a wound is not a major factor in treatment selection. Early intervention to return hard-to-heal wounds to a healing trajectory may be a useful approach to improving efficiency in wound care. Declaration of interest: TS and RS are employees of Smith&Nephew. Copyright Â© 2018 MA Healthcare ltd",FALSE,"Published in 2018, outside the date range",English,2018,1
J577,2019,Screening for Latent Tuberculosis Infection in Migrants With CKD: A Cost-effectiveness Analysis,"Rationale & Objective: In countries with a low tuberculosis (TB) incidence, TB disproportionately affects populations born abroad. TB persists in these populations through reactivation of latent TB infection (LTBI) acquired before immigration. Those with chronic kidney disease (CKD) are at increased risk for reactivation and may benefit from LTBI screening and treatment. Study Design: Health administrative data from British Columbia, Canada, were used to inform a cost-effectiveness analysis evaluating LTBI screening in those diagnosed with stage 4 or 5 CKD not requiring dialysis (late-stage CKD) and those who began dialysis therapy. Setting & Population: Permanent residents establishing residency in British Columbia, Canada, between 1985 and 2012 who had late-stage CKD diagnosed or began dialysis therapy. Intervention(s): Screening with the tuberculin skin test or interferon-gamma release assay (IGRA) compared to no LTBI screening at the time of late-stage CKD diagnosis and time of dialysis therapy initiation. Treatment for those who tested positive was isoniazid for 9 months. Outcome(s): Costs (2016 Can $), TB cases, and quality-adjusted life-years (QALYs). The incremental cost-effectiveness ratio for QALYs gained was calculated. Model, Perspective, & Timeframe: Discrete event simulation model using a health care system perspective, 1.5% discount rate, and 5-year time horizon. Result(s): Screening with IGRA was superior to the tuberculin skin test in all situations. Screening with IGRA was less expensive and resulted in better outcomes compared to no screening in those initiating dialysis therapy from countries with an elevated TB incidence. In individuals with late-stage CKD, screening with IGRA was only cost-effective in those 60 years or older (cost per QALY gained, <$48,000) from countries with an elevated TB incidence. Limitation(s): This study has limitations in generalizability to different epidemiologic settings and in modeling complicated clinical decisions. Conclusion(s): LTBI screening should be considered in non-Canadian-born residents initiating dialysis therapy and those with late stage CKD who are older. Copyright Â© 2018 National Kidney Foundation, Inc.",FALSE,Copyright indicates publication in 2018.,English,2018,1
J3544,2022,Increased versus stable doses of inhaled corticosteroids for exacerbations of chronic asthma in adults and children,"- Background People with asthma may experience exacerbations, or 'attacks', during which their symptoms worsen and additional treatment is required. Written action plans sometimes advocate a shortâ€term increase in the dose of inhaled corticosteroids (ICS) at the first sign of an exacerbation to reduce the severity of the attack and to prevent the need for oral steroids or hospital admission. Objectives To compare the clinical effectiveness and safety of increased versus stable doses of ICS as part of a patientâ€initiated action plan for the home management of exacerbations in children and adults with persistent asthma. Search methods We searched the Cochrane Airways Group Specialised Register, which is derived from searches of the Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE, Embase, and CINAHL (Cumulative Index to Nursing and Allied Health Literature), and handsearched abstracts to 20 December 2021. We also searched major trial registries for ongoing trials. Selection criteria We included parallel and crossâ€over randomised controlled trials (RCTs) that allocated people with persistent asthma to take a blinded inhaler in the event of an exacerbation which either increased their daily dose of ICS or kept it stable (placebo). Data collection and analysis Two review authors independently selected trials, assessed quality, and extracted data. We reassessed risk of bias for all studies at the result level using the revised risk of bias tool for RCTs (Risk of Bias 2), and employed the GRADE approach to assess our confidence in the synthesised effect estimates. The primary outcome was treatment failure, defined as the need for rescue oral steroids in the randomised population. Secondary outcomes were treatment failure in the subset who initiated the study inhaler (treated population), unscheduled physician visits, unscheduled acute care, emergency department or hospital visits, serious and nonâ€serious adverse events, and duration of exacerbation. Main results This review update added a new study that increased the number of people in the primary analysis from 1520 to 1774, and incorporates the most upâ€toâ€date methods to assess the likely impact of bias within the metaâ€analyses. The updated review now includes nine RCTs (1923 participants; seven parallel and two crossâ€over) conducted in Europe, North America, and Australasia and published between 1998 and 2018. Five studies evaluated adult populations (n = 1247; â‰¥ 15 years), and four studies evaluated child or adolescent populations (n = 676; < 15 years). All study participants had mild to moderate asthma. Studies varied in the dose of maintenance ICS, age, fold increase of ICS in the event of an exacerbation, criteria for initiating the study inhaler, and allowed medications. Approximately 50% of randomised participants initiated the study inhaler (range 23% to 100%), and the included studies reported treatment failure in a variety of ways, meaning assumptions were required to permit the combining of data. Participants randomised to increase their ICS dose at the first signs of an exacerbation had similar odds of needing rescue oral corticosteroids to those randomised to a placebo inhaler (odds ratio (OR) 0.97, 95% confidence interval (CI) 0.76 to 1.25; 8 studies; 1774 participants; I 2 = 0%; moderate quality evidence). We could draw no firm conclusions from subgroup analyses conducted to investigate the impact of age, time to treatment initiation, baseline dose, smoking history, and fold increase of ICS on the primary outcome. Results for the same outcome in the subset of participants who initiated the study inhaler were unchanged from the previous version, which provides a different point estimate with very low confidence due to heterogeneity, imprecision, and risk of bias (OR 0.84, 95% CI 0.54 to 1.30; 7 studies; 766 participants; I 2 = 42%; randomâ€effects model). Confidence was reduced due to risk of bias and assumptions that had to be made to include study data in the intentionâ€toâ€treat and treatedâ€population nalyses. Sensitivity analyses that tested the impact of assumptions made for synthesis and to exclude crossâ€over studies, studies at overall high risk of bias, and those with commercial funding did not change our conclusions. Pooled effects for unscheduled physician visits, unscheduled acute care, emergency department or hospital visits, and duration of exacerbation made it very difficult to determine where the true effect may lie, and confidence was reduced by risk of bias. Point estimates for both serious and nonâ€serious adverse events favoured keeping ICS stable, but imprecision and risk of bias due to missing data and outcome measurement and reporting reduced our confidence in the effects (serious adverse events: OR 1.69, 95% CI 0.77 to 3.71; 2 studies; 394 participants; IÂ² = 0%; nonâ€serious adverse events: OR 2.15, 95% CI 0.68 to 6.73; 2 studies; 142 participants; IÂ² = 0%). Authors' conclusions Evidence from doubleâ€blind trials of adults and children with mild to moderate asthma suggests there is unlikely to be an important reduction in the need for oral steroids from increasing a patient's ICS dose at the first sign of an exacerbation. Other clinically important benefits and potential harms of increased doses of ICS compared with keeping the dose stable cannot be ruled out due to wide confidence intervals, risk of bias in the trials, and assumptions that had to be made for synthesis. Included studies conducted between 1998 and 2018 reflect evolving clinical practice and study methods, and the data do not support thorough investigation of effect modifiers such as baseline dose, fold increase, asthma severity and timing. The review does not include recent evidence from pragmatic, unblinded studies showing benefits of larger dose increases in those with poorly controlled asthma. A systematic review is warranted to examine the differences between the blinded and unblinded trials using robust methods for assessing risk of bias to present the most complete view of the evidence for decision makers. Plain language summary Increasing the dose of inhaled steroids or continuing the usual dose to treat asthma attacks in adults and children Key messages People who follow an action plan to take an inhaler containing an increased dose inhaled corticosteroids at the start of an asthma attack instead of a stable dose are probably as likely to worsen and need oral steroids. Other benefits and harms are uncertain, but overall studies that used 'blinded inhalers' so participants and staff were unaware of who received an increased dose did not suggest a benefit for people with mild to moderate asthma. It should be noted that more favourable results for poorly controlled asthma have been found in recent studies that were not eligible for this review because blinded inhalers were not used. What is asthma? Asthma is a common, longâ€term lung condition that causes cough, shortness of breath, and wheezing. People with asthma often experience shortâ€term worsening of symptoms known as exacerbations, or 'attacks', that range from mild to lifeâ€threatening. Why is this important for people with asthma? Asthma attacks are frightening for people with asthma and often require urgent treatment at home or in hospital. Knowing how best to control asthma attacks at the first sign of symptoms is important to avoid the need for oral steroids or emergency treatment in hospital. Inhaled corticosteroids are a common treatment for asthma that are taken daily to reduce the likelihood of attacks occurring. Written action plans are given to people with asthma to tell them what to do if their symptoms do worsen, and these sometimes recommend a shortâ€term increase in the dose of inhaled corticosteroids to get symptoms back under control. What did we want to find out? We looked at whether increasing the dose of inhaled corticosteroids when asthma symptoms worsen reduces the need for further treatment, and if there are any harms with doing so. What did we do? We looked for all studies that randomly allocated people with asthma taking a daily inha ed corticosteroid to take a blinded inhaler if their symptoms worsened. The blinded inhaler either increased their usual dose of inhaled corticosteroid or kept it the same. We were interested in whether fewer people allocated to receive an increased dose went on to have an asthma attack. We measured asthma attacks in two ways: those needing a course of oral steroids, and those needing urgent care in the emergency department or in hospital. We also looked at whether the increased inhaled corticosteroids doses led to more adverse events compared with a stable dose. We conducted broad searches, and two researchers independently evaluated studies to judge if they should be included. We recorded information about the studies, participants, and treatment strategies. We used the latest methods for bringing the results together and assessing how much each study result could be trusted. We rated each combined result as high, moderate, low, or very low quality, depending on how confident we were that it was reliable. What did we find? We included nine randomised controlled trials (studies where participants are randomly assigned to one of two or more treatment groups) of people with mild to moderate asthma. Five studies looked at adults, and four looked at children. People who were given the inhaler with an increased dose of inhaled corticosteroid were about as likely to get worse and need a course of oral corticosteroids as those who were given an inhaler with a placebo (dummy treatment) or their usual dose. We have moderate confidence in this main result, but it was much more difficult to tell whether there was a benefit of a dose increase for other types of unscheduled care (seeing a doctor or going to hospital) or for reducing the duration of the attack. The results for adverse events suggest that it may be safer to keep inhaled corticosteroids stable, but we had very low confidence in the results. What are the limitations of the evidence? Studies varied in the dose of inhaled corticosteroids people were taking at the start of the study, how much the dose was increased in the treatment group, when and how people were told to start the inhaler, and what other medicines they were allowed to take. Only about half the participants actually needed to take the study inhaler, and when we looked just at those people, it appeared that there might be a small benefit, but we had very low confidence because the study results varied and there was a high risk of bias. Whilst not many people needed to go to hospital or visit the emergency department during the course of the studies, this made it difficult to tell if a shortâ€term increase in inhaled corticosteroids is worthwhile, and our confidence in the evidence was low or very low. Studies did not report harms consistently, and the combined results were very uncertain. How upâ€toâ€date is this evidence? The review is current to 20 December 2021, and the studies were published between 1998 and 2018.",FALSE,Publication year is before 2019.,English,2018,1
